#File	../fastq/SRR23971545_1.fastq.gz
#Total	159842119
#Matched	73142755	45.75938%
#Name	Reads	ReadsPct
Ad153_5T_1-index_1	70014045	43.80200%
Barcode_SE_sequencing_primer	1405294	0.87918%
Ad153_5T_1-index_2	837866	0.52418%
Ad153_5T_1-index_16	464690	0.29072%
Ad153_5T_1-index_4	188555	0.11796%
Ad153Ω_Bottom_2	79906	0.04999%
Ad153_5T_1-index_48	50504	0.03160%
Ad153_5T_1-index_10	23478	0.01469%
Ad153_5T_1-index_34	6234	0.00390%
Ad153_5T_1-index_11	4998	0.00313%
Ad153_5T_1-index_18	4902	0.00307%
Ad153_5T_1-index_71	4657	0.00291%
Ad153_5T_1-index_8	4519	0.00283%
Ad153_Splint_oligo	3666	0.00229%
Ad153_5T_1-index_3	3465	0.00217%
Ad153_5T_1-index_31	3317	0.00208%
Ad153_5T_1-index_35	2941	0.00184%
Ad153_5T_1-index_17	2869	0.00179%
Ad153_5T_1-index_20	2586	0.00162%
Barcode_PE_sequencing_primer	2296	0.00144%
Ad153_5T_1-index_29	1985	0.00124%
Ad153_5T_1-index_54	1787	0.00112%
Ad153_5T_1-index_15	1530	0.00096%
Ad153_5T_1-index_65	1483	0.00093%
Ad153_5T_1-index_5	1440	0.00090%
Ad153_5T_1-index_26	1425	0.00089%
Ad153_5T_1-index_39	1341	0.00084%
Ad153_5T_1-index_7	1274	0.00080%
Read_1_sequencing_primer	1166	0.00073%
Ad153_5T_1-index_22	1170	0.00073%
Ad153_5T_1-index_32	1066	0.00067%
Ad153_5T_1-index_6	973	0.00061%
Ad153_5T_1-index_28	959	0.00060%
Ad153_5T_1-index_102	870	0.00054%
Ad153_5T_1-index_12	822	0.00051%
Ad153_5T_1-index_88	809	0.00051%
Ad153_5T_1-index_14	807	0.00050%
Ad153_5T_1-index_38	644	0.00040%
Ad153_5T_1-index_33	542	0.00034%
Ad153_5T_1-index_52	534	0.00033%
Ad153_5T_1-index_36	514	0.00032%
Ad153_5T_1-index_30	502	0.00031%
Ad153_5T_1-index_25	499	0.00031%
Ad153_5T_1-index_41	429	0.00027%
Ad153_5T_1-index_97	383	0.00024%
Ad153_5T_1-index_13	279	0.00017%
Ad153_5T_1-index_37	213	0.00013%
Ad153_5T_1-index_104	211	0.00013%
Ad153_5T_1-index_81	202	0.00013%
Ad153_5T_1-index_105	165	0.00010%
TruSeq_Universal_Adapter	161	0.00010%
Ad153_5T_1-index_56	150	0.00009%
Ad153_5T_1-index_116	148	0.00009%
Ad153_5T_1-index_49	143	0.00009%
Ad153_5T_1-index_60	134	0.00008%
Ad153_5T_1-index_84	121	0.00008%
Ad153_5T_1-index_110	119	0.00007%
Ad153_5T_1-index_21	118	0.00007%
RNA_PCR_Primer_Index_1_(RPI1)_2,9	111	0.00007%
Ad153_5T_1-index_96	109	0.00007%
Ad153_5T_1-index_92	107	0.00007%
