#File	../fastq/SRR23971548_1.fastq.gz	../fastq/SRR23971548_2.fastq.gz
#Total	621930196
#Matched	443328051	71.28261%
#Name	Reads	ReadsPct
Ad153_5T_1-index_20	89099253	14.32625%
Ad153_5T_1-index_37	73992616	11.89725%
Ad153Ω_Bottom_2	111379013	17.90860%
Ad153_5T_1-index_1	60896203	9.79149%
Barcode_SE_sequencing_primer	70082795	11.26860%
Ad153_5T_1-index_16	5586501	0.89825%
Ad153_5T_1-index_42	4904196	0.78854%
Ad153_5T_1-index_7	3080658	0.49534%
Ad153_5T_1-index_25	2814645	0.45257%
Barcode_PE_sequencing_primer	2599526	0.41798%
Ad153_5T_1-index_29	1999413	0.32149%
Ad153_5T_1-index_31	1971122	0.31694%
Ad153_5T_1-index_2	1827327	0.29382%
Ad153_Splint_oligo	2350897	0.37800%
Ad153_5T_1-index_38	1749164	0.28125%
Read_1_sequencing_primer	3195604	0.51382%
Ad153_5T_1-index_40	1639996	0.26369%
Ad153_5T_1-index_35	578867	0.09308%
Ad153_5T_1-index_43	347328	0.05585%
Ad153_5T_1-index_3	564091	0.09070%
Ad153_5T_1-index_17	307682	0.04947%
Ad153_5T_1-index_36	275753	0.04434%
Ad153_5T_1-index_4	467030	0.07509%
Ad153_5T_1-index_33	148149	0.02382%
Ad153_5T_1-index_34	129173	0.02077%
Ad153_5T_1-index_14	200756	0.03228%
Ad153_5T_1-index_26	111214	0.01788%
Ad153_5T_1-index_23	81698	0.01314%
Ad153_5T_1-index_15	74782	0.01202%
Ad153_5T_1-index_30	64578	0.01038%
Ad153_5T_1-index_5	59079	0.00950%
Ad153_5T_1-index_10	60585	0.00974%
Ad153_5T_1-index_6	57165	0.00919%
Ad153_5T_1-index_50	44496	0.00715%
Ad153_5T_1-index_8	47308	0.00761%
Ad153_5T_1-index_19	34417	0.00553%
Ad153_5T_1-index_49	32463	0.00522%
Ad153_5T_1-index_100	29044	0.00467%
Ad153_5T_1-index_79	40352	0.00649%
Ad153_5T_1-index_41	17780	0.00286%
Ad153_5T_1-index_68	17227	0.00277%
Ad153_5T_1-index_65	16833	0.00271%
Ad153_5T_1-index_54	16096	0.00259%
Ad153_5T_1-index_12	11958	0.00192%
Ad153_5T_1-index_22	17931	0.00288%
Ad153_5T_1-index_32	12182	0.00196%
Ad153_5T_1-index_21	11460	0.00184%
Ad153_5T_1-index_48	9265	0.00149%
Ad153_5T_1-index_57	9510	0.00153%
Ad153_5T_1-index_18	8755	0.00141%
Ad153_5T_1-index_67	8792	0.00141%
I7_Nextera_Transposase_1	12821	0.00206%
Ad153_5T_1-index_118	8231	0.00132%
Ad153_5T_1-index_45	7798	0.00125%
Ad153_5T_1-index_39	7682	0.00124%
Ad153_5T_1-index_76	8044	0.00129%
Ad153_5T_1-index_121	7756	0.00125%
Ad153_5T_1-index_13	8770	0.00141%
Ad153_5T_1-index_61	6629	0.00107%
Ad153_5T_1-index_86	6357	0.00102%
Ad153_5T_1-index_59	6231	0.00100%
Ad153_5T_1-index_81	6463	0.00104%
Ad153_5T_1-index_96	6574	0.00106%
Ad153_5T_1-index_72	5925	0.00095%
Ad153_5T_1-index_69	5822	0.00094%
Reverse_adapter	8073	0.00130%
Ad153_5T_1-index_108	5593	0.00090%
Ad153_5T_1-index_98	5929	0.00095%
Ad153_5T_1-index_84	4786	0.00077%
Ad153_5T_1-index_109	4769	0.00077%
Ad153_5T_1-index_110	4663	0.00075%
Ad153_5T_1-index_24	5298	0.00085%
Ad153_5T_1-index_71	4458	0.00072%
Ad153_5T_1-index_28	3783	0.00061%
Ad153_5T_1-index_88	3569	0.00057%
Ad153_5T_1-index_120	3102	0.00050%
Ad153_5T_1-index_27	3030	0.00049%
Ad153_5T_1-index_60	2900	0.00047%
Ad153_5T_1-index_97	2649	0.00043%
Ad153_5T_1-index_11	2823	0.00045%
Ad153_5T_1-index_94	2561	0.00041%
Ad153_5T_1-index_74	2516	0.00040%
Ad153_5T_1-index_83	3077	0.00049%
Ad153_5T_1-index_111	2322	0.00037%
Ad153_5T_1-index_64	2443	0.00039%
Ad153_5T_1-index_128	2260	0.00036%
Ad153_5T_1-index_105	2222	0.00036%
Ad153_5T_1-index_115	2254	0.00036%
Ad153_5T_1-index_47	1949	0.00031%
Ad153_5T_1-index_77	1857	0.00030%
Ad153_5T_1-index_52	1828	0.00029%
Ad153_5T_1-index_70	1594	0.00026%
TruSeq_Universal_Adapter	2505	0.00040%
Ad153_5T_1-index_51	1518	0.00024%
Ad153_5T_1-index_55	1453	0.00023%
Ad153_5T_1-index_114	1913	0.00031%
Ad153_5T_1-index_95	1417	0.00023%
Ad153_5T_1-index_112	1417	0.00023%
Ad153_5T_1-index_124	1280	0.00021%
Ad153_5T_1-index_62	1222	0.00020%
Ad153_5T_1-index_99	1153	0.00019%
Ad153_5T_1-index_58	1184	0.00019%
Ad153_5T_1-index_9	1025	0.00016%
Ad153_5T_1-index_102	1029	0.00017%
Ad153_5T_1-index_85	1017	0.00016%
Ad153_5T_1-index_82	1008	0.00016%
Ad153_5T_1-index_93	1026	0.00016%
Ad153_5T_1-index_90	1120	0.00018%
I5_Nextera_Transposase_1	1053	0.00017%
Ad153_5T_1-index_101	996	0.00016%
Ad153_5T_1-index_44	1481	0.00024%
