#File	../fastq/SRR23971515_1.fastq.gz	../fastq/SRR23971515_2.fastq.gz
#Total	154250318
#Matched	1084473	0.70306%
#Name	Reads	ReadsPct
Ad153Ω_Bottom_2	373458	0.24211%
Ad153_5T_1-index_46	235121	0.15243%
Barcode_SE_sequencing_primer	275056	0.17832%
Ad153_5T_1-index_1	170679	0.11065%
Ad153_5T_1-index_44	7797	0.00505%
Ad153_5T_1-index_33	5788	0.00375%
Ad153_5T_1-index_3	2197	0.00142%
Ad153_5T_1-index_41	2142	0.00139%
Ad153_5T_1-index_48	1767	0.00115%
Ad153_5T_1-index_7	1488	0.00096%
Read_1_sequencing_primer	988	0.00064%
Ad153_5T_1-index_29	804	0.00052%
Ad153_5T_1-index_42	732	0.00047%
Ad153_5T_1-index_2	1223	0.00079%
Ad153_Splint_oligo	661	0.00043%
Ad153_5T_1-index_45	583	0.00038%
Ad153_5T_1-index_11	773	0.00050%
Ad153_5T_1-index_43	479	0.00031%
TruSeq_Universal_Adapter	560	0.00036%
Ad153_5T_1-index_22	423	0.00027%
Barcode_PE_sequencing_primer	212	0.00014%
Ad153_5T_1-index_47	155	0.00010%
Ad153_5T_1-index_17	128	0.00008%
Ad153_5T_1-index_95	86	0.00006%
Reverse_adapter	78	0.00005%
Ad153_5T_1-index_15	74	0.00005%
Ad153_5T_1-index_65	54	0.00004%
Ad153_5T_1-index_10	43	0.00003%
Ad153_5T_1-index_75	38	0.00002%
Ad153_5T_1-index_115	32	0.00002%
Ad153_5T_1-index_32	32	0.00002%
Ad153_5T_1-index_66	31	0.00002%
Ad153_5T_1-index_4	34	0.00002%
Ad153_5T_1-index_125	30	0.00002%
Ad153_5T_1-index_90	28	0.00002%
TruSeq_Adapter_Index_15	27	0.00002%
PCR_Primers	28	0.00002%
I5_Primer_Nextera_XT_Index_Kit_v2_S515	34	0.00002%
Ad153_5T_1-index_74	25	0.00002%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	25	0.00002%
Ad153_5T_1-index_49	24	0.00002%
Ad153_5T_1-index_57	22	0.00001%
Ad153_5T_1-index_79	20	0.00001%
Ad153_5T_1-index_118	21	0.00001%
Ad153_5T_1-index_18	19	0.00001%
Ad153_5T_1-index_35	19	0.00001%
PhiX_read2_adapter	16	0.00001%
Ad153_5T_1-index_36	15	0.00001%
Ad153_5T_1-index_53	15	0.00001%
