#File	../fastq/SRR23971426_1.fastq.gz
#Total	77126276
#Matched	496833	0.64418%
#Name	Reads	ReadsPct
Ad153_5T_1-index_1	465155	0.60311%
Ad153_5T_1-index_15	19969	0.02589%
Barcode_SE_sequencing_primer	5936	0.00770%
Ad153Ω_Bottom_2	1270	0.00165%
Ad153_5T_1-index_11	265	0.00034%
Ad153_5T_1-index_71	131	0.00017%
Ad153_5T_1-index_4	61	0.00008%
Ad153_5T_1-index_16	59	0.00008%
Ad153_5T_1-index_31	57	0.00007%
Ad153_5T_1-index_105	55	0.00007%
TruSeq_Universal_Adapter	54	0.00007%
Ad153_5T_1-index_14	49	0.00006%
Ad153_5T_1-index_2	49	0.00006%
pcr_dimer	49	0.00006%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	47	0.00006%
Ad153_5T_1-index_104	46	0.00006%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	44	0.00006%
TruSeq_Adapter_Index_16	44	0.00006%
Ad153_5T_1-index_10	43	0.00006%
Ad153_5T_1-index_45	42	0.00005%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	41	0.00005%
Ad153_5T_1-index_108	39	0.00005%
Ad153_5T_1-index_52	39	0.00005%
Ad153_5T_1-index_24	37	0.00005%
RNA_PCR_Primer_Index_39_(RPI39)	37	0.00005%
Ad153_5T_1-index_22	36	0.00005%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	36	0.00005%
Ad153_5T_1-index_30	35	0.00005%
Ad153_5T_1-index_41	35	0.00005%
Ad153_5T_1-index_83	35	0.00005%
Ad153_5T_1-index_56	34	0.00004%
Ad153_5T_1-index_6	34	0.00004%
Ad153_5T_1-index_122	33	0.00004%
Ad153_5T_1-index_23	33	0.00004%
Ad153_5T_1-index_58	33	0.00004%
Ad153_5T_1-index_67	33	0.00004%
Ad153_5T_1-index_86	33	0.00004%
Ad153_5T_1-index_25	32	0.00004%
Ad153_5T_1-index_60	32	0.00004%
Ad153_5T_1-index_92	31	0.00004%
Ad153_5T_1-index_97	31	0.00004%
Ad153_5T_1-index_102	30	0.00004%
Ad153_5T_1-index_33	30	0.00004%
Ad153_5T_1-index_47	30	0.00004%
RNA_PCR_Primer_Index_30_(RPI30)	30	0.00004%
Ad153_5T_1-index_73	29	0.00004%
Ad153_5T_1-index_88	29	0.00004%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	29	0.00004%
Ad153_5T_1-index_19	28	0.00004%
Ad153_5T_1-index_20	28	0.00004%
Ad153_5T_1-index_66	28	0.00004%
Ad153_5T_1-index_98	28	0.00004%
Ad153_5T_1-index_116	27	0.00004%
Ad153_5T_1-index_28	27	0.00004%
Ad153_5T_1-index_39	27	0.00004%
Ad153_5T_1-index_79	27	0.00004%
Ad153_5T_1-index_85	27	0.00004%
Ad153_5T_1-index_89	27	0.00004%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	27	0.00004%
Ad153_5T_1-index_34	25	0.00003%
