#File	../fastq/SRR23971449_1.fastq.gz
#Total	213214887
#Matched	6717712	3.15068%
#Name	Reads	ReadsPct
Ad153_5T_1-index_1	6348897	2.97770%
Ad153_5T_1-index_36	268394	0.12588%
Barcode_SE_sequencing_primer	68092	0.03194%
Ad153_5T_1-index_15	10785	0.00506%
Ad153Ω_Bottom_2	8438	0.00396%
Ad153_5T_1-index_35	649	0.00030%
Barcode_PE_sequencing_primer	472	0.00022%
Ad153_5T_1-index_10	278	0.00013%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	242	0.00011%
Ad153_5T_1-index_3	239	0.00011%
Ad153_5T_1-index_34	210	0.00010%
Ad153_5T_1-index_96	199	0.00009%
Ad153_5T_1-index_37	169	0.00008%
TruSeq_Universal_Adapter	163	0.00008%
Ad153_5T_1-index_33	161	0.00008%
Ad153_5T_1-index_31	156	0.00007%
Ad153_5T_1-index_11	152	0.00007%
Ad153_5T_1-index_104	147	0.00007%
Ad153_5T_1-index_105	145	0.00007%
Ad153_5T_1-index_38	145	0.00007%
Ad153_5T_1-index_20	142	0.00007%
Ad153_5T_1-index_4	142	0.00007%
Ad153_5T_1-index_114	141	0.00007%
Ad153_5T_1-index_84	138	0.00006%
Ad153_5T_1-index_71	137	0.00006%
Ad153_5T_1-index_115	135	0.00006%
Ad153_5T_1-index_42	133	0.00006%
Ad153_5T_1-index_28	129	0.00006%
Ad153_5T_1-index_87	122	0.00006%
Ad153_5T_1-index_22	120	0.00006%
Ad153_5T_1-index_79	116	0.00005%
Ad153_5T_1-index_14	112	0.00005%
Ad153_5T_1-index_2	112	0.00005%
Ad153_5T_1-index_39	111	0.00005%
Ad153_5T_1-index_23	111	0.00005%
Ad153_5T_1-index_116	108	0.00005%
Ad153_5T_1-index_107	107	0.00005%
Ad153_5T_1-index_73	107	0.00005%
Ad153_5T_1-index_67	103	0.00005%
Ad153_5T_1-index_125	100	0.00005%
Ad153_5T_1-index_6	99	0.00005%
Ad153_5T_1-index_18	98	0.00005%
Ad153_5T_1-index_50	96	0.00005%
Ad153_5T_1-index_122	94	0.00004%
Ad153_5T_1-index_123	93	0.00004%
Ad153_5T_1-index_83	88	0.00004%
Ad153_5T_1-index_88	87	0.00004%
Ad153_5T_1-index_19	87	0.00004%
Ad153_5T_1-index_41	86	0.00004%
Ad153_5T_1-index_16	85	0.00004%
Ad153_5T_1-index_65	83	0.00004%
Ad153_5T_1-index_121	82	0.00004%
Ad153_5T_1-index_90	82	0.00004%
Ad153_5T_1-index_97	81	0.00004%
Ad153_5T_1-index_29	79	0.00004%
TruSeq_Adapter_Index_3	77	0.00004%
Ad153_5T_1-index_45	75	0.00004%
Ad153_5T_1-index_68	74	0.00003%
Ad153_5T_1-index_111	73	0.00003%
Ad153_5T_1-index_17	73	0.00003%
Ad153_5T_1-index_47	72	0.00003%
Ad153_5T_1-index_61	69	0.00003%
Ad153_5T_1-index_98	69	0.00003%
Reverse_adapter	69	0.00003%
Ad153_5T_1-index_56	67	0.00003%
Ad153_5T_1-index_81	66	0.00003%
Ad153_Splint_oligo	66	0.00003%
Ad153_5T_1-index_120	65	0.00003%
Ad153_5T_1-index_30	64	0.00003%
Ad153_5T_1-index_59	64	0.00003%
Ad153_5T_1-index_74	63	0.00003%
Ad153_5T_1-index_80	63	0.00003%
RNA_PCR_Primer_Index_45_(RPI45)	63	0.00003%
Ad153_5T_1-index_113	62	0.00003%
Ad153_5T_1-index_46	62	0.00003%
Ad153_5T_1-index_85	62	0.00003%
Ad153_5T_1-index_48	61	0.00003%
Ad153_5T_1-index_91	60	0.00003%
Ad153_5T_1-index_117	59	0.00003%
Ad153_5T_1-index_24	59	0.00003%
Ad153_5T_1-index_44	58	0.00003%
Ad153_5T_1-index_60	58	0.00003%
Ad153_5T_1-index_9	57	0.00003%
Ad153_5T_1-index_25	56	0.00003%
Ad153_5T_1-index_40	55	0.00003%
Ad153_5T_1-index_52	55	0.00003%
TruSeq_Adapter_Index_27	55	0.00003%
Ad153_5T_1-index_58	54	0.00003%
Ad153_5T_1-index_51	52	0.00002%
Ad153_5T_1-index_66	52	0.00002%
Ad153_5T_1-index_89	52	0.00002%
pcr_dimer	52	0.00002%
Ad153_5T_1-index_70	51	0.00002%
Read_1_sequencing_primer	51	0.00002%
Ad153_5T_1-index_108	50	0.00002%
Ad153_5T_1-index_72	50	0.00002%
Ad153_5T_1-index_7	49	0.00002%
Ad153_5T_1-index_86	49	0.00002%
Ad153_5T_1-index_21	47	0.00002%
Ad153_5T_1-index_92	46	0.00002%
Ad153_5T_1-index_119	45	0.00002%
Ad153_5T_1-index_57	45	0.00002%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N703	45	0.00002%
TruSeq_Adapter_Index_25	45	0.00002%
I5_Nextera_Transposase_2	43	0.00002%
Ad153_5T_1-index_75	42	0.00002%
Ad153_5T_1-index_112	41	0.00002%
TruSeq_Adapter_Index_5	41	0.00002%
Ad153_5T_1-index_5	39	0.00002%
Ad153_5T_1-index_26	38	0.00002%
Ad153_5T_1-index_78	38	0.00002%
RNA_PCR_Primer_Index_26_(RPI26)	38	0.00002%
RNA_PCR_Primer_Index_34_(RPI34)	38	0.00002%
RNA_PCR_Primer_Index_20_(RPI20)	37	0.00002%
TruSeq_Adapter_Index_15	37	0.00002%
RNA_PCR_Primer_Index_35_(RPI35)	36	0.00002%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	35	0.00002%
Ad153_5T_1-index_109	34	0.00002%
Ad153_5T_1-index_32	34	0.00002%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N708	34	0.00002%
TruSeq_Adapter_Index_13	34	0.00002%
TruSeq_Adapter_Index_7	34	0.00002%
TruSeq_Adapter_Index_8	34	0.00002%
Ad153_5T_1-index_101	33	0.00002%
Ad153_5T_1-index_110	33	0.00002%
Ad153_5T_1-index_53	32	0.00002%
Ad153_5T_1-index_94	32	0.00002%
Ad153_5T_1-index_49	31	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N707	31	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	31	0.00001%
TruSeq_Adapter_Index_4	31	0.00001%
I5_Nextera_Transposase_1	31	0.00001%
Ad153_5T_1-index_12	30	0.00001%
Ad153_5T_1-index_77	30	0.00001%
TruSeq_Adapter_Index_2	30	0.00001%
Ad153_5T_1-index_63	30	0.00001%
Ad153_5T_1-index_128	29	0.00001%
Ad153_5T_1-index_54	29	0.00001%
RNA_PCR_Primer_Index_40_(RPI40)	29	0.00001%
TruSeq_Adapter_Index_12	29	0.00001%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	28	0.00001%
RNA_PCR_Primer_Index_14_(RPI14)	28	0.00001%
RNA_PCR_Primer_Index_1_(RPI1)_2,9	28	0.00001%
Ad153_5T_1-index_69	27	0.00001%
Ad153_5T_1-index_8	28	0.00001%
I5_Primer_Nextera_XT_Index_Kit_v2_S515	26	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	26	0.00001%
PCR_Primers	26	0.00001%
RNA_PCR_Primer_Index_13_(RPI13)	26	0.00001%
RNA_PCR_Primer_Index_15_(RPI15)	26	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N711	25	0.00001%
RNA_PCR_Primer_Index_32_(RPI32)	25	0.00001%
Ad153_5T_1-index_106	24	0.00001%
Ad153_5T_1-index_95	24	0.00001%
RNA_PCR_Primer_Index_43_(RPI43)	24	0.00001%
RNA_PCR_Primer_Index_47_(RPI47)	24	0.00001%
Ad153_5T_1-index_103	23	0.00001%
Ad153_5T_1-index_62	23	0.00001%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	23	0.00001%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	23	0.00001%
TruSeq_Adapter_Index_20	23	0.00001%
Ad153_5T_1-index_64	22	0.00001%
Ad153_5T_1-index_76	22	0.00001%
Ad153_5T_1-index_82	22	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N728	22	0.00001%
TruSeq_Adapter_Index_14	22	0.00001%
TruSeq_Adapter_Index_18_7	22	0.00001%
Ad153_5T_1-index_126	21	0.00001%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	21	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	21	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N727	21	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N701	21	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N704	21	0.00001%
