#File	../fastq/SRR23971411_1.fastq.gz
#Total	115961889
#Matched	197045	0.16992%
#Name	Reads	ReadsPct
Ad153_5T_1-index_1	173009	0.14919%
Ad153_5T_1-index_15	13009	0.01122%
Barcode_SE_sequencing_primer	3141	0.00271%
Ad153Ω_Bottom_2	1515	0.00131%
Ad153_5T_1-index_11	634	0.00055%
Ad153_5T_1-index_105	252	0.00022%
Ad153_5T_1-index_60	129	0.00011%
Ad153_5T_1-index_16	119	0.00010%
Ad153_5T_1-index_20	97	0.00008%
Ad153_5T_1-index_31	97	0.00008%
Ad153_5T_1-index_2	95	0.00008%
TruSeq_Universal_Adapter	78	0.00007%
Ad153_5T_1-index_123	70	0.00006%
Ad153_Splint_oligo	69	0.00006%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N711	69	0.00006%
Ad153_5T_1-index_64	68	0.00006%
Ad153_5T_1-index_48	61	0.00005%
Ad153_5T_1-index_67	61	0.00005%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	60	0.00005%
pcr_dimer	60	0.00005%
Ad153_5T_1-index_39	58	0.00005%
Ad153_5T_1-index_49	58	0.00005%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	58	0.00005%
Ad153_5T_1-index_22	51	0.00004%
Ad153_5T_1-index_6	51	0.00004%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	49	0.00004%
Ad153_5T_1-index_36	47	0.00004%
Ad153_5T_1-index_108	45	0.00004%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	44	0.00004%
Ad153_5T_1-index_121	42	0.00004%
Ad153_5T_1-index_4	42	0.00004%
Ad153_5T_1-index_61	42	0.00004%
Ad153_5T_1-index_14	41	0.00004%
Ad153_5T_1-index_45	41	0.00004%
Ad153_5T_1-index_10	40	0.00003%
Ad153_5T_1-index_32	39	0.00003%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	39	0.00003%
Ad153_5T_1-index_118	38	0.00003%
Ad153_5T_1-index_56	38	0.00003%
Ad153_5T_1-index_71	38	0.00003%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	37	0.00003%
Ad153_5T_1-index_70	36	0.00003%
Ad153_5T_1-index_72	36	0.00003%
Ad153_5T_1-index_33	35	0.00003%
Ad153_5T_1-index_83	35	0.00003%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	35	0.00003%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	35	0.00003%
Ad153_5T_1-index_100	34	0.00003%
Ad153_5T_1-index_109	34	0.00003%
Ad153_5T_1-index_115	34	0.00003%
Ad153_5T_1-index_30	33	0.00003%
Ad153_5T_1-index_97	33	0.00003%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N708	33	0.00003%
Reverse_adapter	33	0.00003%
Ad153_5T_1-index_50	32	0.00003%
I5_Primer_Nextera_XT_Index_Kit_v2_S515	32	0.00003%
Ad153_5T_1-index_3	31	0.00003%
Ad153_5T_1-index_80	31	0.00003%
Ad153_5T_1-index_92	31	0.00003%
Ad153_5T_1-index_41	30	0.00003%
I5_Primer_Nextera_XT_Index_Kit_v2_S516	30	0.00003%
Ad153_5T_1-index_104	29	0.00003%
Ad153_5T_1-index_113	29	0.00003%
Ad153_5T_1-index_38	29	0.00003%
Ad153_5T_1-index_59	29	0.00003%
Ad153_5T_1-index_112	28	0.00002%
Ad153_5T_1-index_13	28	0.00002%
Ad153_5T_1-index_19	28	0.00002%
Ad153_5T_1-index_73	28	0.00002%
Ad153_5T_1-index_79	28	0.00002%
Ad153_5T_1-index_96	28	0.00002%
RNA_PCR_Primer_Index_28_(RPI28)	28	0.00002%
Ad153_5T_1-index_25	27	0.00002%
Ad153_5T_1-index_46	27	0.00002%
Ad153_5T_1-index_54	27	0.00002%
Ad153_5T_1-index_76	27	0.00002%
I5_Adapter_Nextera	27	0.00002%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	26	0.00002%
Ad153_5T_1-index_24	25	0.00002%
Ad153_5T_1-index_52	25	0.00002%
Ad153_5T_1-index_86	25	0.00002%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	25	0.00002%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]506	25	0.00002%
TruSeq_Adapter_Index_23	25	0.00002%
Ad153_5T_1-index_28	24	0.00002%
Ad153_5T_1-index_57	24	0.00002%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]504	24	0.00002%
Ad153_5T_1-index_111	23	0.00002%
Ad153_5T_1-index_114	23	0.00002%
Ad153_5T_1-index_116	23	0.00002%
Ad153_5T_1-index_84	23	0.00002%
TruSeq_Adapter_Index_3	23	0.00002%
Ad153_5T_1-index_110	22	0.00002%
Ad153_5T_1-index_58	22	0.00002%
Ad153_5T_1-index_65	22	0.00002%
Ad153_5T_1-index_7	22	0.00002%
Ad153_5T_1-index_88	22	0.00002%
TruSeq_Adapter_Index_2	22	0.00002%
Ad153_5T_1-index_99	21	0.00002%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	21	0.00002%
RNA_PCR_Primer_(RP1)_part_#_15013198	21	0.00002%
TruSeq_Adapter_Index_27	21	0.00002%
Ad153_5T_1-index_34	21	0.00002%
Ad153_5T_1-index_117	20	0.00002%
Ad153_5T_1-index_119	20	0.00002%
Ad153_5T_1-index_12	20	0.00002%
Ad153_5T_1-index_18	20	0.00002%
Ad153_5T_1-index_27	20	0.00002%
Ad153_5T_1-index_53	20	0.00002%
Ad153_5T_1-index_75	20	0.00002%
Ad153_5T_1-index_23	20	0.00002%
Ad153_5T_1-index_68	20	0.00002%
Ad153_5T_1-index_8	19	0.00002%
TruSeq_Adapter_Index_16	19	0.00002%
Ad153_5T_1-index_101	18	0.00002%
Ad153_5T_1-index_51	18	0.00002%
Ad153_5T_1-index_91	18	0.00002%
RNA_PCR_Primer_Index_1_(RPI1)_2,9	18	0.00002%
RNA_PCR_Primer_Index_39_(RPI39)	18	0.00002%
TruSeq_Adapter_Index_6	18	0.00002%
Ad153_5T_1-index_107	17	0.00001%
Ad153_5T_1-index_29	17	0.00001%
Ad153_5T_1-index_89	17	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N727	17	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N703	17	0.00001%
Stop_Oligo_(STP)_8	17	0.00001%
Ad153_5T_1-index_40	17	0.00001%
Ad153_5T_1-index_55	16	0.00001%
Ad153_5T_1-index_66	16	0.00001%
Ad153_5T_1-index_85	16	0.00001%
Ad153_5T_1-index_87	16	0.00001%
Ad153_5T_1-index_94	16	0.00001%
I7_Adapter_Nextera_No_Barcode	16	0.00001%
RNA_PCR_Primer_Index_30_(RPI30)	16	0.00001%
Ad153_5T_1-index_124	15	0.00001%
Ad153_5T_1-index_17	15	0.00001%
Ad153_5T_1-index_26	15	0.00001%
Ad153_5T_1-index_43	15	0.00001%
Ad153_5T_1-index_82	15	0.00001%
Ad153_5T_1-index_90	15	0.00001%
Ad153_5T_1-index_98	15	0.00001%
Barcode_PE_sequencing_primer	15	0.00001%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	15	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	15	0.00001%
RNA_PCR_Primer_Index_43_(RPI43)	15	0.00001%
RNA_PCR_Primer_Index_46_(RPI46)	15	0.00001%
TruSeq_Adapter_Index_25	15	0.00001%
TruSeq_Adapter_Index_5	15	0.00001%
Ad153_5T_1-index_106	14	0.00001%
Ad153_5T_1-index_122	14	0.00001%
Ad153_5T_1-index_126	14	0.00001%
Ad153_5T_1-index_35	14	0.00001%
Ad153_5T_1-index_37	14	0.00001%
Ad153_5T_1-index_74	14	0.00001%
Ad153_5T_1-index_9	14	0.00001%
Ad153_5T_1-index_95	14	0.00001%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]507	14	0.00001%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	14	0.00001%
RNA_PCR_Primer_Index_14_(RPI14)	14	0.00001%
TruSeq_Adapter_Index_7	14	0.00001%
Ad153_5T_1-index_42	13	0.00001%
Ad153_5T_1-index_5	13	0.00001%
Ad153_5T_1-index_62	13	0.00001%
Ad153_5T_1-index_69	13	0.00001%
Ad153_5T_1-index_78	13	0.00001%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]501	13	0.00001%
I7_Nextera_Transposase_2	13	0.00001%
PhiX_read2_adapter	13	0.00001%
RNA_PCR_Primer_Index_13_(RPI13)	13	0.00001%
RNA_PCR_Primer_Index_41_(RPI41)	13	0.00001%
TruSeq_Adapter_Index_4	13	0.00001%
TruSeq_Adapter_Index_9	13	0.00001%
Ad153_5T_1-index_102	12	0.00001%
Ad153_5T_1-index_128	12	0.00001%
Ad153_5T_1-index_81	12	0.00001%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	12	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N701	12	0.00001%
PCR_Primers	12	0.00001%
RNA_PCR_Primer_Index_21_(RPI21)	12	0.00001%
RNA_PCR_Primer_Index_45_(RPI45)	12	0.00001%
Read_1_sequencing_primer	12	0.00001%
Ad153_5T_1-index_103	11	0.00001%
Ad153_5T_1-index_21	11	0.00001%
Ad153_5T_1-index_47	11	0.00001%
RNA_PCR_Primer_Index_33_(RPI33)	11	0.00001%
RNA_PCR_Primer_Index_34_(RPI34)	11	0.00001%
TruSeq_Adapter_Index_20	11	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N726	11	0.00001%
Ad153_5T_1-index_77	10	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N715	10	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	10	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N704	10	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N705	10	0.00001%
RNA_PCR_Primer_Index_35_(RPI35)	10	0.00001%
RNA_PCR_Primer_Index_40_(RPI40)	10	0.00001%
TruSeq_Adapter_Index_10	10	0.00001%
TruSeq_Adapter_Index_13	10	0.00001%
Ad153_5T_1-index_127	9	0.00001%
I5_Nextera_Transposase_2	9	0.00001%
I5_Primer_Nextera_XT_Index_Kit_v2_S520	9	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N712	9	0.00001%
RNA_PCR_Primer_Index_20_(RPI20)	9	0.00001%
RNA_PCR_Primer_Index_37_(RPI37)	9	0.00001%
RNA_PCR_Primer_Index_38_(RPI38)	9	0.00001%
RNA_PCR_Primer_Index_48_(RPI48)	9	0.00001%
TruSeq_Adapter_Index_18_7	9	0.00001%
Ad153_5T_1-index_120	8	0.00001%
Ad153_5T_1-index_125	8	0.00001%
Ad153_5T_1-index_93	8	0.00001%
I5_Nextera_Transposase_1	8	0.00001%
RNA_PCR_Primer_Index_18_(RPI18)	8	0.00001%
RNA_PCR_Primer_Index_26_(RPI26)	8	0.00001%
RNA_PCR_Primer_Index_44_(RPI44)	8	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	7	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	7	0.00001%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	7	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	7	0.00001%
