#File	../fastq/SRR23971579_1.fastq.gz	../fastq/SRR23971579_2.fastq.gz
#Total	260045208
#Matched	9444411	3.63183%
#Name	Reads	ReadsPct
Ad153Ω_Bottom_2	3455047	1.32863%
Barcode_SE_sequencing_primer	3412768	1.31237%
Ad153_5T_1-index_30	870459	0.33473%
Ad153_5T_1-index_11	566225	0.21774%
Ad153_5T_1-index_8	349522	0.13441%
Ad153_5T_1-index_1	316653	0.12177%
Ad153_5T_1-index_10	115481	0.04441%
Ad153_5T_1-index_5	105167	0.04044%
Ad153_5T_1-index_6	45862	0.01764%
Ad153_5T_1-index_4	28286	0.01088%
Ad153_Splint_oligo	26622	0.01024%
Read_1_sequencing_primer	26210	0.01008%
Ad153_5T_1-index_7	20558	0.00791%
Barcode_PE_sequencing_primer	19238	0.00740%
Ad153_5T_1-index_32	17474	0.00672%
Ad153_5T_1-index_33	13838	0.00532%
Ad153_5T_1-index_12	10790	0.00415%
Ad153_5T_1-index_2	10306	0.00396%
Ad153_5T_1-index_3	4939	0.00190%
Ad153_5T_1-index_29	2532	0.00097%
Ad153_5T_1-index_31	2220	0.00085%
pcr_dimer	2185	0.00084%
Ad153_5T_1-index_63	1455	0.00056%
Ad153_5T_1-index_25	1115	0.00043%
Ad153_5T_1-index_92	1245	0.00048%
Ad153_5T_1-index_101	1092	0.00042%
Ad153_5T_1-index_97	947	0.00036%
Ad153_5T_1-index_72	646	0.00025%
Ad153_5T_1-index_28	516	0.00020%
Ad153_5T_1-index_53	488	0.00019%
Ad153_5T_1-index_22	481	0.00018%
Ad153_5T_1-index_18	483	0.00019%
Ad153_5T_1-index_73	478	0.00018%
Ad153_5T_1-index_21	474	0.00018%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]507	436	0.00017%
Ad153_5T_1-index_55	419	0.00016%
Ad153_5T_1-index_96	411	0.00016%
Ad153_5T_1-index_68	458	0.00018%
Ad153_5T_1-index_51	375	0.00014%
Ad153_5T_1-index_41	337	0.00013%
Ad153_5T_1-index_88	334	0.00013%
Ad153_5T_1-index_99	329	0.00013%
Ad153_5T_1-index_26	323	0.00012%
Ad153_5T_1-index_116	320	0.00012%
Ad153_5T_1-index_23	278	0.00011%
Ad153_5T_1-index_17	253	0.00010%
Ad153_5T_1-index_108	243	0.00009%
Ad153_5T_1-index_91	239	0.00009%
Ad153_5T_1-index_42	236	0.00009%
Ad153_5T_1-index_14	238	0.00009%
Ad153_5T_1-index_13	229	0.00009%
Ad153_5T_1-index_71	214	0.00008%
Ad153_5T_1-index_27	214	0.00008%
Ad153_5T_1-index_64	215	0.00008%
Ad153_5T_1-index_57	193	0.00007%
Ad153_5T_1-index_35	176	0.00007%
Ad153_5T_1-index_78	167	0.00006%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]506	158	0.00006%
Ad153_5T_1-index_86	152	0.00006%
Ad153_5T_1-index_128	152	0.00006%
Ad153_5T_1-index_114	138	0.00005%
Ad153_5T_1-index_24	138	0.00005%
Ad153_5T_1-index_20	136	0.00005%
Ad153_5T_1-index_54	127	0.00005%
Ad153_5T_1-index_115	125	0.00005%
Ad153_5T_1-index_110	123	0.00005%
Ad153_5T_1-index_36	121	0.00005%
Ad153_5T_1-index_82	120	0.00005%
Ad153_5T_1-index_39	113	0.00004%
Ad153_5T_1-index_95	110	0.00004%
Ad153_5T_1-index_52	111	0.00004%
Ad153_5T_1-index_37	107	0.00004%
Ad153_5T_1-index_40	105	0.00004%
Ad153_5T_1-index_49	101	0.00004%
Ad153_5T_1-index_19	98	0.00004%
Ad153_5T_1-index_93	96	0.00004%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	92	0.00004%
Ad153_5T_1-index_104	94	0.00004%
Ad153_5T_1-index_80	83	0.00003%
Ad153_5T_1-index_46	83	0.00003%
Ad153_5T_1-index_65	82	0.00003%
Ad153_5T_1-index_76	84	0.00003%
Ad153_5T_1-index_105	80	0.00003%
Ad153_5T_1-index_79	80	0.00003%
Ad153_5T_1-index_100	79	0.00003%
Ad153_5T_1-index_38	80	0.00003%
Ad153_5T_1-index_67	78	0.00003%
Ad153_5T_1-index_43	73	0.00003%
Ad153_5T_1-index_123	81	0.00003%
Ad153_5T_1-index_117	68	0.00003%
Ad153_5T_1-index_75	67	0.00003%
RNA_PCR_Primer_Index_43_(RPI43)	67	0.00003%
Ad153_5T_1-index_16	67	0.00003%
Ad153_5T_1-index_61	69	0.00003%
Ad153_5T_1-index_74	68	0.00003%
Ad153_5T_1-index_70	66	0.00003%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N708	64	0.00002%
Ad153_5T_1-index_9	62	0.00002%
Ad153_5T_1-index_45	58	0.00002%
Ad153_5T_1-index_121	58	0.00002%
Ad153_5T_1-index_107	57	0.00002%
Ad153_5T_1-index_47	55	0.00002%
Ad153_5T_1-index_77	55	0.00002%
Ad153_5T_1-index_44	53	0.00002%
Ad153_5T_1-index_94	53	0.00002%
Ad153_5T_1-index_87	50	0.00002%
Ad153_5T_1-index_113	46	0.00002%
Ad153_5T_1-index_48	45	0.00002%
Ad153_5T_1-index_58	44	0.00002%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N703	41	0.00002%
Ad153_5T_1-index_119	42	0.00002%
Ad153_5T_1-index_112	39	0.00001%
Ad153_5T_1-index_56	39	0.00001%
Ad153_5T_1-index_34	40	0.00002%
Ad153_5T_1-index_84	37	0.00001%
Ad153_5T_1-index_98	39	0.00001%
TruSeq_Universal_Adapter	47	0.00002%
Ad153_5T_1-index_15	37	0.00001%
Ad153_5T_1-index_50	35	0.00001%
Ad153_5T_1-index_59	32	0.00001%
Ad153_5T_1-index_118	32	0.00001%
Ad153_5T_1-index_102	31	0.00001%
Ad153_5T_1-index_127	30	0.00001%
Ad153_5T_1-index_66	29	0.00001%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	29	0.00001%
Reverse_adapter	28	0.00001%
Ad153_5T_1-index_124	28	0.00001%
