#File	../fastq/SRR23971535_1.fastq.gz
#Total	116470371
#Matched	24436541	20.98091%
#Name	Reads	ReadsPct
Ad153_5T_1-index_1	21088086	18.10597%
Ad153_5T_1-index_32	1058272	0.90862%
Ad153_5T_1-index_3	960777	0.82491%
Barcode_SE_sequencing_primer	1004216	0.86221%
Ad153_5T_1-index_13	308356	0.26475%
Ad153Ω_Bottom_2	8399	0.00721%
Ad153_5T_1-index_7	971	0.00083%
Ad153_5T_1-index_8	580	0.00050%
Ad153_5T_1-index_24	484	0.00042%
Ad153_5T_1-index_4	430	0.00037%
Ad153_5T_1-index_38	302	0.00026%
Ad153_5T_1-index_53	270	0.00023%
Ad153_5T_1-index_26	261	0.00022%
Ad153_5T_1-index_21	234	0.00020%
Ad153_5T_1-index_19	233	0.00020%
Ad153_5T_1-index_51	216	0.00019%
Ad153_5T_1-index_2	209	0.00018%
TruSeq_Universal_Adapter	199	0.00017%
Ad153_5T_1-index_68	185	0.00016%
Ad153_5T_1-index_30	154	0.00013%
Ad153_5T_1-index_62	154	0.00013%
Ad153_5T_1-index_119	108	0.00009%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	96	0.00008%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	91	0.00008%
Stop_Oligo_(STP)_8	91	0.00008%
Ad153_5T_1-index_97	86	0.00007%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	76	0.00007%
Ad153_5T_1-index_10	75	0.00006%
Ad153_5T_1-index_84	65	0.00006%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	64	0.00005%
pcr_dimer	63	0.00005%
Ad153_5T_1-index_45	62	0.00005%
I5_Primer_Nextera_XT_Index_Kit_v2_S516	62	0.00005%
I7_Primer_Nextera_XT_Index_Kit_v2_N727	57	0.00005%
Ad153_5T_1-index_69	56	0.00005%
Ad153_5T_1-index_11	52	0.00004%
Ad153_5T_1-index_64	50	0.00004%
TruSeq_Adapter_Index_18_7	48	0.00004%
Ad153_5T_1-index_76	47	0.00004%
I5_Nextera_Transposase_2	45	0.00004%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	44	0.00004%
Ad153_5T_1-index_31	39	0.00003%
Ad153_5T_1-index_33	37	0.00003%
Ad153_5T_1-index_40	37	0.00003%
Ad153_5T_1-index_116	36	0.00003%
Ad153_5T_1-index_92	35	0.00003%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]501	35	0.00003%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N705	35	0.00003%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]504	34	0.00003%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	33	0.00003%
RNA_PCR_Primer_Index_20_(RPI20)	33	0.00003%
TruSeq_Adapter_Index_16	33	0.00003%
Ad153_Splint_oligo	31	0.00003%
