#File	../fastq/SRR23971451_1.fastq.gz
#Total	110003167
#Matched	24972950	22.70203%
#Name	Reads	ReadsPct
Ad153_5T_1-index_1	24024901	21.84019%
Ad153Ω_Bottom_2	518487	0.47134%
Ad153_5T_1-index_2	152911	0.13901%
Barcode_SE_sequencing_primer	184169	0.16742%
Ad153_5T_1-index_16	87350	0.07941%
Ad153_5T_1-index_4	189	0.00017%
Ad153_5T_1-index_71	180	0.00016%
Ad153_5T_1-index_7	123	0.00011%
Ad153_5T_1-index_17	110	0.00010%
Ad153_5T_1-index_111	96	0.00009%
Ad153_5T_1-index_10	93	0.00008%
Reverse_adapter	91	0.00008%
Ad153_5T_1-index_52	88	0.00008%
TruSeq_Universal_Adapter	88	0.00008%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	79	0.00007%
Ad153_5T_1-index_54	76	0.00007%
Read_1_sequencing_primer	75	0.00007%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	73	0.00007%
Ad153_5T_1-index_45	72	0.00007%
Ad153_5T_1-index_67	64	0.00006%
RNA_PCR_Primer_Index_41_(RPI41)	61	0.00006%
Ad153_5T_1-index_105	60	0.00005%
pcr_dimer	59	0.00005%
Ad153_5T_1-index_104	58	0.00005%
Ad153_5T_1-index_99	58	0.00005%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	54	0.00005%
Ad153_5T_1-index_14	53	0.00005%
Ad153_5T_1-index_31	50	0.00005%
Ad153_5T_1-index_27	49	0.00004%
Ad153_5T_1-index_11	46	0.00004%
Ad153_5T_1-index_121	43	0.00004%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	43	0.00004%
Ad153_5T_1-index_3	42	0.00004%
RNA_PCR_Primer_Index_46_(RPI46)	42	0.00004%
Ad153_5T_1-index_88	41	0.00004%
Ad153_5T_1-index_96	41	0.00004%
Ad153_5T_1-index_100	40	0.00004%
Ad153_5T_1-index_6	39	0.00004%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	38	0.00003%
TruSeq_Adapter_Index_16	37	0.00003%
Ad153_5T_1-index_15	37	0.00003%
Ad153_5T_1-index_25	36	0.00003%
RNA_PCR_Primer_Index_18_(RPI18)	36	0.00003%
Ad153_5T_1-index_20	35	0.00003%
Ad153_5T_1-index_29	34	0.00003%
Ad153_5T_1-index_35	33	0.00003%
Ad153_5T_1-index_38	33	0.00003%
RNA_PCR_Primer_(RP1)_part_#_15013198	33	0.00003%
Stop_Oligo_(STP)_8	33	0.00003%
Ad153_5T_1-index_107	32	0.00003%
Ad153_5T_1-index_57	32	0.00003%
I5_Primer_Nextera_XT_Index_Kit_v2_S516	31	0.00003%
Ad153_5T_1-index_66	30	0.00003%
Ad153_5T_1-index_18	29	0.00003%
Ad153_5T_1-index_26	29	0.00003%
Ad153_5T_1-index_123	28	0.00003%
Ad153_5T_1-index_33	28	0.00003%
Ad153_5T_1-index_110	27	0.00002%
Ad153_5T_1-index_39	27	0.00002%
Ad153_5T_1-index_8	27	0.00002%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]501	27	0.00002%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	26	0.00002%
Ad153_5T_1-index_78	25	0.00002%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	25	0.00002%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]504	25	0.00002%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	25	0.00002%
Ad153_5T_1-index_102	24	0.00002%
Ad153_5T_1-index_22	24	0.00002%
Ad153_5T_1-index_70	24	0.00002%
