#File	../fastq/SRR23971417_1.fastq.gz
#Total	189379769
#Matched	23527624	12.42351%
#Name	Reads	ReadsPct
Ad153_5T_1-index_1	23043545	12.16790%
Barcode_SE_sequencing_primer	217062	0.11462%
Ad153_5T_1-index_4	127558	0.06736%
Ad153_5T_1-index_29	94457	0.04988%
Ad153Ω_Bottom_2	30962	0.01635%
Ad153_5T_1-index_28	2526	0.00133%
Ad153_5T_1-index_2	1167	0.00062%
Ad153_5T_1-index_11	984	0.00052%
Ad153_5T_1-index_105	346	0.00018%
Ad153_5T_1-index_39	261	0.00014%
Ad153_5T_1-index_31	240	0.00013%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	209	0.00011%
PCR_Primers	189	0.00010%
Ad153_5T_1-index_103	184	0.00010%
pcr_dimer	178	0.00009%
Ad153_5T_1-index_80	175	0.00009%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N703	152	0.00008%
Ad153_5T_1-index_116	142	0.00007%
Ad153_5T_1-index_123	137	0.00007%
I7_Adapter_Nextera_No_Barcode	132	0.00007%
TruSeq_Adapter_Index_5	132	0.00007%
Ad153_Splint_oligo	129	0.00007%
Ad153_5T_1-index_33	127	0.00007%
Ad153_5T_1-index_3	114	0.00006%
Ad153_5T_1-index_54	111	0.00006%
I5_Primer_Nextera_XT_Index_Kit_v2_S516	107	0.00006%
TruSeq_Universal_Adapter	106	0.00006%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	105	0.00006%
Ad153_5T_1-index_98	103	0.00005%
I5_Primer_Nextera_XT_Index_Kit_v2_S520	102	0.00005%
Ad153_5T_1-index_14	100	0.00005%
Ad153_5T_1-index_16	98	0.00005%
Ad153_5T_1-index_115	93	0.00005%
Ad153_5T_1-index_60	89	0.00005%
Ad153_5T_1-index_38	85	0.00004%
Ad153_5T_1-index_37	84	0.00004%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	84	0.00004%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	84	0.00004%
Ad153_5T_1-index_102	81	0.00004%
Ad153_5T_1-index_71	79	0.00004%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	79	0.00004%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	79	0.00004%
RNA_PCR_Primer_Index_41_(RPI41)	79	0.00004%
Ad153_5T_1-index_64	78	0.00004%
Ad153_5T_1-index_49	77	0.00004%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	76	0.00004%
Ad153_5T_1-index_100	75	0.00004%
Ad153_5T_1-index_10	75	0.00004%
TruSeq_Adapter_Index_20	73	0.00004%
Ad153_5T_1-index_19	72	0.00004%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N708	71	0.00004%
TruSeq_Adapter_Index_16	69	0.00004%
RNA_PCR_Primer_Index_18_(RPI18)	66	0.00003%
Ad153_5T_1-index_67	65	0.00003%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N705	65	0.00003%
Ad153_5T_1-index_20	64	0.00003%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]501	64	0.00003%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	63	0.00003%
TruSeq_Adapter_Index_23	63	0.00003%
Ad153_5T_1-index_92	58	0.00003%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	56	0.00003%
I7_Primer_Nextera_XT_Index_Kit_v2_N727	54	0.00003%
Ad153_5T_1-index_12	52	0.00003%
Ad153_5T_1-index_24	52	0.00003%
Ad153_5T_1-index_30	52	0.00003%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	52	0.00003%
Reverse_adapter	50	0.00003%
Read_1_sequencing_primer	49	0.00003%
I5_Primer_Nextera_XT_Index_Kit_v2_S515	48	0.00003%
Ad153_5T_1-index_6	47	0.00002%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	47	0.00002%
Ad153_5T_1-index_45	46	0.00002%
Ad153_5T_1-index_96	46	0.00002%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N711	46	0.00002%
