#File	../fastq/SRR23971468_1.fastq.gz
#Total	133794408
#Matched	27209508	20.33681%
#Name	Reads	ReadsPct
Ad153_5T_1-index_1	25662124	19.18027%
Ad153_5T_1-index_2	489859	0.36613%
Barcode_SE_sequencing_primer	574225	0.42918%
Ad153_5T_1-index_11	277807	0.20764%
Ad153_5T_1-index_28	181360	0.13555%
Ad153Ω_Bottom_2	10136	0.00758%
Ad153_5T_1-index_40	2806	0.00210%
Ad153_5T_1-index_4	1390	0.00104%
Ad153_5T_1-index_10	1018	0.00076%
Ad153_5T_1-index_29	503	0.00038%
Ad153_5T_1-index_16	349	0.00026%
Ad153_5T_1-index_55	326	0.00024%
Ad153_5T_1-index_65	301	0.00022%
Ad153_5T_1-index_26	235	0.00018%
Ad153_5T_1-index_17	208	0.00016%
Ad153_5T_1-index_105	177	0.00013%
Ad153_5T_1-index_8	175	0.00013%
Ad153_5T_1-index_74	164	0.00012%
Ad153_5T_1-index_46	151	0.00011%
Ad153_5T_1-index_3	137	0.00010%
Ad153_5T_1-index_6	122	0.00009%
Ad153_5T_1-index_37	120	0.00009%
Ad153_5T_1-index_73	115	0.00009%
Ad153_5T_1-index_36	114	0.00009%
TruSeq_Universal_Adapter	114	0.00009%
Ad153_5T_1-index_94	111	0.00008%
Ad153_5T_1-index_33	104	0.00008%
Ad153_5T_1-index_27	99	0.00007%
Ad153_5T_1-index_39	92	0.00007%
Ad153_5T_1-index_108	88	0.00007%
Ad153_5T_1-index_30	87	0.00007%
Ad153_5T_1-index_86	77	0.00006%
Ad153_5T_1-index_35	76	0.00006%
Ad153_Splint_oligo	72	0.00005%
Ad153_5T_1-index_45	70	0.00005%
Ad153_5T_1-index_15	69	0.00005%
Ad153_5T_1-index_104	68	0.00005%
Ad153_5T_1-index_67	65	0.00005%
Ad153_5T_1-index_122	64	0.00005%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	64	0.00005%
Ad153_5T_1-index_31	55	0.00004%
pcr_dimer	55	0.00004%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N708	53	0.00004%
