#File	../fastq/SRR23971414_1.fastq.gz
#Total	160051173
#Matched	3022793	1.88864%
#Name	Reads	ReadsPct
Ad153_5T_1-index_1	2832749	1.76990%
Ad153_5T_1-index_20	72113	0.04506%
Barcode_SE_sequencing_primer	75777	0.04735%
Ad153_5T_1-index_4	18735	0.01171%
Ad153_5T_1-index_14	8101	0.00506%
Ad153Ω_Bottom_2	7396	0.00462%
Ad153_5T_1-index_60	465	0.00029%
pcr_dimer	288	0.00018%
TruSeq_Universal_Adapter	190	0.00012%
Ad153_5T_1-index_111	182	0.00011%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	180	0.00011%
Ad153_5T_1-index_61	158	0.00010%
Ad153_5T_1-index_105	147	0.00009%
Ad153_5T_1-index_45	136	0.00008%
I5_Adapter_Nextera	132	0.00008%
Ad153_5T_1-index_118	124	0.00008%
Ad153_5T_1-index_100	120	0.00007%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N711	114	0.00007%
Ad153_5T_1-index_31	113	0.00007%
Ad153_5T_1-index_123	106	0.00007%
Ad153_5T_1-index_39	90	0.00006%
Ad153_5T_1-index_97	90	0.00006%
Ad153_5T_1-index_49	89	0.00006%
Ad153_5T_1-index_11	84	0.00005%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N705	83	0.00005%
Ad153_5T_1-index_70	81	0.00005%
Ad153_5T_1-index_79	79	0.00005%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	75	0.00005%
Ad153_5T_1-index_54	71	0.00004%
I7_Primer_Nextera_XT_Index_Kit_v2_N727	69	0.00004%
I5_Primer_Nextera_XT_Index_Kit_v2_S516	67	0.00004%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	66	0.00004%
Ad153_5T_1-index_121	62	0.00004%
Ad153_Splint_oligo	62	0.00004%
Ad153_5T_1-index_47	61	0.00004%
Ad153_5T_1-index_92	61	0.00004%
Ad153_5T_1-index_3	57	0.00004%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	56	0.00003%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	56	0.00003%
Ad153_5T_1-index_116	55	0.00003%
Ad153_5T_1-index_56	53	0.00003%
Ad153_5T_1-index_80	53	0.00003%
I7_Adapter_Nextera_No_Barcode	52	0.00003%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	52	0.00003%
Ad153_5T_1-index_16	51	0.00003%
Ad153_5T_1-index_64	51	0.00003%
Ad153_5T_1-index_96	51	0.00003%
Ad153_5T_1-index_7	51	0.00003%
Ad153_5T_1-index_6	50	0.00003%
Ad153_5T_1-index_84	50	0.00003%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]507	50	0.00003%
RNA_PCR_Primer_Index_1_(RPI1)_2,9	50	0.00003%
Stop_Oligo_(STP)_8	49	0.00003%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	48	0.00003%
RNA_PCR_Primer_Index_28_(RPI28)	48	0.00003%
Ad153_5T_1-index_106	46	0.00003%
Ad153_5T_1-index_18	44	0.00003%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	42	0.00003%
Ad153_5T_1-index_108	41	0.00003%
Ad153_5T_1-index_19	41	0.00003%
Ad153_5T_1-index_30	41	0.00003%
TruSeq_Adapter_Index_20	41	0.00003%
Ad153_5T_1-index_115	40	0.00002%
Ad153_5T_1-index_57	40	0.00002%
Ad153_5T_1-index_71	40	0.00002%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	40	0.00002%
Ad153_5T_1-index_28	39	0.00002%
Ad153_5T_1-index_52	39	0.00002%
