#File	../fastq/SRR23971533_1.fastq.gz	../fastq/SRR23971533_2.fastq.gz
#Total	30658920
#Matched	1748850	5.70421%
#Name	Reads	ReadsPct
Ad153Ω_Bottom_2	796901	2.59925%
Barcode_SE_sequencing_primer	733916	2.39381%
Ad153_5T_1-index_1	91580	0.29871%
Ad153_5T_1-index_22	55927	0.18242%
Ad153_5T_1-index_33	39250	0.12802%
Ad153_Splint_oligo	7328	0.02390%
Read_1_sequencing_primer	7102	0.02316%
Barcode_PE_sequencing_primer	4761	0.01553%
Ad153_5T_1-index_6	2028	0.00661%
Ad153_5T_1-index_25	1819	0.00593%
Ad153_5T_1-index_2	1205	0.00393%
Ad153_5T_1-index_30	1051	0.00343%
Ad153_5T_1-index_3	1003	0.00327%
Ad153_5T_1-index_32	903	0.00295%
Ad153_5T_1-index_10	835	0.00272%
Ad153_5T_1-index_5	436	0.00142%
Ad153_5T_1-index_86	269	0.00088%
Ad153_5T_1-index_4	286	0.00093%
Ad153_5T_1-index_20	223	0.00073%
Ad153_5T_1-index_11	180	0.00059%
Ad153_5T_1-index_44	115	0.00038%
Ad153_5T_1-index_114	91	0.00030%
Ad153_5T_1-index_89	86	0.00028%
Ad153_5T_1-index_66	77	0.00025%
Ad153_5T_1-index_28	69	0.00023%
Ad153_5T_1-index_18	68	0.00022%
Ad153_5T_1-index_80	59	0.00019%
Ad153_5T_1-index_96	53	0.00017%
Ad153_5T_1-index_29	49	0.00016%
Ad153_5T_1-index_15	48	0.00016%
Ad153_5T_1-index_7	42	0.00014%
Ad153_5T_1-index_71	39	0.00013%
I5_Adapter_Nextera	37	0.00012%
Ad153_5T_1-index_31	36	0.00012%
Ad153_5T_1-index_72	34	0.00011%
Ad153_5T_1-index_27	33	0.00011%
Ad153_5T_1-index_17	32	0.00010%
Ad153_5T_1-index_110	30	0.00010%
Ad153_5T_1-index_115	30	0.00010%
Ad153_5T_1-index_101	29	0.00009%
Ad153_5T_1-index_13	25	0.00008%
Ad153_5T_1-index_14	24	0.00008%
Ad153_5T_1-index_35	23	0.00008%
Ad153_5T_1-index_49	23	0.00008%
Ad153_5T_1-index_74	22	0.00007%
Ad153_5T_1-index_55	26	0.00008%
Ad153_5T_1-index_68	21	0.00007%
Ad153_5T_1-index_92	20	0.00007%
Ad153_5T_1-index_98	20	0.00007%
Ad153_5T_1-index_103	18	0.00006%
Ad153_5T_1-index_128	18	0.00006%
Ad153_5T_1-index_36	18	0.00006%
