analysis,tMRCA
all_Lv_unconstrained,2019.9416461549908
all_Lv_unconstrained,2019.941625004871
all_Lv_unconstrained,2019.9386203072931
all_Lv_unconstrained,2019.931191478063
all_Lv_unconstrained,2019.945791061632
all_Lv_unconstrained,2019.9433662344532
all_Lv_unconstrained,2019.9297303197136
all_Lv_unconstrained,2019.901625131072
all_Lv_unconstrained,2019.8961111740568
all_Lv_unconstrained,2019.8683839425944
all_Lv_unconstrained,2019.8860839621368
all_Lv_unconstrained,2019.9166451588528
all_Lv_unconstrained,2019.852596832648
all_Lv_unconstrained,2019.938675690845
all_Lv_unconstrained,2019.9613261768031
all_Lv_unconstrained,2019.906036522207
all_Lv_unconstrained,2019.8883228691795
all_Lv_unconstrained,2019.8682680205447
all_Lv_unconstrained,2019.900194506692
all_Lv_unconstrained,2019.9070086983827
all_Lv_unconstrained,2019.8715846778305
all_Lv_unconstrained,2019.9191438828864
all_Lv_unconstrained,2019.9241020720185
all_Lv_unconstrained,2019.868768497255
all_Lv_unconstrained,2019.907756462633
all_Lv_unconstrained,2019.891863274241
all_Lv_unconstrained,2019.9237930583813
all_Lv_unconstrained,2019.9053220321368
all_Lv_unconstrained,2019.929386779299
all_Lv_unconstrained,2019.907023267752
all_Lv_unconstrained,2019.8933668469533
all_Lv_unconstrained,2019.9348501503723
all_Lv_unconstrained,2019.91315670434
all_Lv_unconstrained,2019.9443108049657
all_Lv_unconstrained,2019.95600220964
all_Lv_unconstrained,2019.9374726589515
all_Lv_unconstrained,2019.927116771829
all_Lv_unconstrained,2019.9465593951047
all_Lv_unconstrained,2019.9420328361605
all_Lv_unconstrained,2019.938334346114
all_Lv_unconstrained,2019.9007682796955
all_Lv_unconstrained,2019.9557659277043
all_Lv_unconstrained,2019.9604687301023
all_Lv_unconstrained,2019.9403520194016
all_Lv_unconstrained,2019.9600301102407
all_Lv_unconstrained,2019.959090028756
all_Lv_unconstrained,2019.961561515202
all_Lv_unconstrained,2019.9594708365837
all_Lv_unconstrained,2019.962433834761
all_Lv_unconstrained,2019.9281767186733
all_Lv_unconstrained,2019.958886281697
all_Lv_unconstrained,2019.9510880344565
all_Lv_unconstrained,2019.9513286808688
all_Lv_unconstrained,2019.956795210492
all_Lv_unconstrained,2019.9581956579616
all_Lv_unconstrained,2019.9573074771963
all_Lv_unconstrained,2019.9308061857168
all_Lv_unconstrained,2019.946123939226
all_Lv_unconstrained,2019.9371086365236
all_Lv_unconstrained,2019.9489100696935
all_Lv_unconstrained,2019.9353230582835
all_Lv_unconstrained,2019.9255272444595
all_Lv_unconstrained,2019.9568064152963
all_Lv_unconstrained,2019.951770283759
all_Lv_unconstrained,2019.948480849688
all_Lv_unconstrained,2019.941511235252
all_Lv_unconstrained,2019.944839816816
all_Lv_unconstrained,2019.9475527834616
all_Lv_unconstrained,2019.8550372921436
all_Lv_unconstrained,2019.9248913014935
all_Lv_unconstrained,2019.952699406864
all_Lv_unconstrained,2019.9431031979568
all_Lv_unconstrained,2019.9272378857004
all_Lv_unconstrained,2019.9473142247416
all_Lv_unconstrained,2019.9567222396447
all_Lv_unconstrained,2019.9475523296692
all_Lv_unconstrained,2019.9522184924847
all_Lv_unconstrained,2019.9225269591727
all_Lv_unconstrained,2019.8059633539683
all_Lv_unconstrained,2019.9473107046667
all_Lv_unconstrained,2019.9384433451696
all_Lv_unconstrained,2019.9467886107589
all_Lv_unconstrained,2019.9270072355769
all_Lv_unconstrained,2019.921154923968
all_Lv_unconstrained,2019.9381033347995
all_Lv_unconstrained,2019.938500689824
all_Lv_unconstrained,2019.9472269506252
all_Lv_unconstrained,2019.9449153900173
all_Lv_unconstrained,2019.9626331432376
all_Lv_unconstrained,2019.937520310404
all_Lv_unconstrained,2019.950556155935
all_Lv_unconstrained,2019.9361705211757
all_Lv_unconstrained,2019.944121714004
all_Lv_unconstrained,2019.940786044771
