Sample_Name	AP011213.1	JX534239.1	JX978723.1	KR816507.1	KR866125.1	KX641475.1	KX964606.1	LC541478.1	MF804538.1	MN400429.1	NC_001640.1	NC_001700.1	NC_001913.1	NC_001960.1	NC_002008.4	NC_002355.1	NC_003128.3	NC_003192.1	NC_003408.1	NC_003489.1	NC_004069.1	NC_004419.1	NC_004926.1	NC_005033.1	NC_005037.1	NC_005292.1	NC_006076.1	NC_006295.1	NC_006853.1	NC_006880.1	NC_006992.1	NC_007439.1	NC_007691.1	NC_007895.1	NC_008066.1	NC_008140.1	NC_008434.1	NC_008449.1	NC_008644.1	NC_009579.1	NC_009626.1	NC_009687.1	NC_009711.1	NC_010197.1	NC_010773.1	NC_011075.1	NC_011389.1	NC_011626.1	NC_011638.1	NC_011710.1	NC_012095.1	NC_012389.1	NC_012569.1	NC_012901.1	NC_012920.1	NC_013183.1	NC_013184.1	NC_013246.1	NC_013434.1	NC_013568.1	NC_013700.1	NC_013815.1	NC_013978.1	NC_014295.1	NC_014342.1	NC_014809.1	NC_014861.1	NC_014866.1	NC_015073.1	NC_015101.1	NC_015236.1	NC_015526.1	NC_015614.1	NC_015888.1	NC_015987.1	NC_016420.1	NC_016870.1	NC_016956.1	NC_018134.1	NC_018367.1	NC_018536.1	NC_018549.1	NC_020028.1	NC_020046.1	NC_020048.1	NC_020338.1	NC_020585.1	NC_020637.1	NC_020645.1	NC_021469.1	NC_021478.1	NC_021763.1	NC_022418.1	NC_022707.1	NC_022721.1	NC_022854.1	NC_023080.1	NC_023253.1	NC_023258.1	NC_023453.1	NC_023803.1	NC_023823.1	NC_023828.1	NC_023839.1	NC_024103.1	NC_024559.1	NC_024586.1	NC_024733.1	NC_024751.1	NC_024927.1	NC_024939.1	NC_025225.1	NC_025316.1	NC_025500.1	NC_025504.1	NC_025521.1	NC_025580.1	NC_025637.1	NC_025923.1	NC_026063.1	NC_026079.1	NC_026082.1	NC_026124.1	NC_026529.1	NC_026709.1	NC_026712.1	NC_027503.1	NC_027605.1	NC_027961.1	NC_028049.1	NC_028229.1	NC_028725.1	NC_029215.1	NC_029252.1	NC_029403.1	NC_029457.1	NC_029755.1	NC_029771.1	NC_030041.1	NC_030518.1	NC_030603.1	NC_030633.1	NC_030764.1	NC_031332.1	NC_031362.1	NC_031447.1	NC_034296.1	NC_035106.1	NC_035866.1	NC_035976.1	NC_036351.1	NC_036369.1	NC_036948.1	NC_038207.1	NC_038219.1	NC_039104.1	NC_039888.1	NC_041412.1	NC_041647.1	NC_042168.1	NC_046036.1	NC_046756.1	NC_047480.1	NC_048487.1	NC_048988.1	NC_048989.1	NC_048990.1	NC_049858.1	NC_051486.1	NC_053523.1	NC_056403.1	NC_056780.1	NC_059757.1	NC_060839.1	NC_061250.1	NC_061975.1	NC_062715.1	NC_062716.1	NC_065213.1	NC_066925.1	NC_067498.1	NC_068236.1	NC_069637.1	OM736804.1
SRR23971484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971485	0	0	0	0	0	247	129	86	0	0	0	0	989	0	8236	0	0	0	86	0	619	0	602	0	0	0	0	0	0	0	43	0	86	0	0	0	86	0	0	0	0	0	0	0	0	0	4362	0	0	43	10817	0	43	43	514	0	0	0	0	0	6625	0	7522	0	0	0	0	0	0	0	7282	8328	0	43	0	0	0	43	0	43	0	0	0	0	0	0	43	0	359	0	11057	0	6842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7232	119	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	43	0	0	43	0	903	0	0	0	7695	0	43	0	0	0	0	8718	0	0	0	43	0	43	0	0	0	152	7167	0	0	0	0	0	0	0	0	43	0	0	0	8847	0	0	0	185	0	0	129	0	0	43	0	0	0	0
SRR23971486	0	0	0	0	0	86	0	86	0	0	0	0	1006	0	493	0	0	0	43	0	43	0	0	0	0	430	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	344	0	129	0	0	0	688	0	0	0	0	0	6446	0	1178	0	0	0	0	0	0	0	529	7629	0	0	86	0	0	0	0	0	0	0	0	0	0	0	100	0	86	0	2069	0	2894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	43	0	0	654	0	0	43	429	0	0	0	0	0	0	0	0	0	0	175	0	0	43	0	0	0	86	0	0	0	43	0	0	5008	0	0	0	0	0	86	0	0	0	42	1081	0	0	0	0	0	0	0	0	86	0	0	0	2072	0	0	0	0	0	0	5002	796	0	0	1682	0	0	0
SRR23971487	0	0	0	0	0	43	0	0	0	43	0	0	172	0	1286	0	0	0	344	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	172	0	0	0	0	0	13547	0	687	0	0	0	0	0	0	0	43	650	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	172	0	6611	0	6065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	129	0	215	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	651	0	0	86	0	0	177	0	0	0	86	430	0	0	0	0	0	0	0	0	0	0	0	0	1707	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971488	0	0	0	0	0	96	43	43	0	0	0	0	129	0	0	0	0	0	129	0	4065	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7228	0	0	0	130	0	0	0	0	0	688	0	344	0	0	0	0	0	0	0	86	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1265	0	5985	0	2210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	687	0	0	0	0	0	0	855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	86	0	0	0	0	0	0	1091	0	0	0	0	0	0	0	0	0	44	386	0	0	0	0	0	0	0	0	0	0	0	0	723	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971489	0	0	0	0	150	0	0	0	0	0	0	0	93	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	529	0	0	0	185	0	0	0	859	0	0	0	0	0	0	0	1021	0	0	0	0	0	0	0	0	3921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2591	0	3470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971490	0	0	0	0	43	538	3420	0	0	0	0	43	0	0	209	0	0	0	871	0	0	0	0	43	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	430	0	344	515	212	0	0	86	1105	0	43	0	0	0	0	0	301	0	0	0	0	0	0	0	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	536	0	0	0	43	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	1637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	2240	0	0	0	0	0	0	0	0	12579	0	0	0	0	0	43	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1712	0	0	0	43	43	0	0	0	0	0	0	0	0	0
SRR23971491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971492	43	0	0	0	43	312	172	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	86	43	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	43	0	0	5443	0	0	0	344	0	0	0	0	0	0	0	43	0	0	0	0	0	0	504	0	0	0	0	301	0	0	0	3633	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	129	0	0	0	0	0	43	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	215	0	0	0	0
SRR23971493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971494	172	172	258	0	215	351	86	0	0	0	0	0	86	86	344	0	0	381	170	215	0	86	0	0	43	0	0	43	765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	86	0	301	1259	43	0	0	2421	0	0	0	0	0	0	0	344	0	0	0	0	602	0	0	0	0	86	585	666	86	0	0	3030	0	0	0	0	0	0	43	0	0	0	0	43	0	540	86	0	344	0	0	0	0	258	0	0	0	0	0	43	0	0	43	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3086	43	0	0	95	0	0	0	0	43	344	0	0	0	129
SRR23971495	0	0	319	0	308	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721	0	0	0	0	0	0	0	186	0	0	0	0	0	186	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971496	0	86	129	0	129	374	43	0	0	0	0	0	258	0	611	0	0	258	258	344	0	0	43	0	0	43	0	0	1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	172	1179	0	0	0	3789	0	0	0	0	0	43	0	301	0	0	0	0	258	0	0	0	43	43	258	602	0	0	0	3166	0	0	0	0	0	0	43	0	0	0	0	0	0	1510	0	0	86	0	0	0	0	43	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	43	43	0	0	0	0	0	0	43	0	0	0	541	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	1786	0	0	0	43	0	0	0	0	86	645	0	43	0	43
SRR23971497	0	344	86	0	0	519	0	0	0	0	0	0	43	988	0	0	0	0	0	0	0	0	0	0	43	0	0	86	903	43	43	0	0	0	0	0	0	258	0	0	0	258	0	172	0	13587	0	0	43	1308	215	0	85	0	526	383	0	0	0	0	0	0	0	0	0	301	43	0	0	0	0	0	0	0	86	0	0	0	215	0	0	0	665	3835	0	0	0	0	0	0	0	0	0	0	0	0	660	0	86	0	0	0	0	0	430	0	0	774	0	129	0	0	0	0	0	0	0	0	0	845	0	0	0	0	0	0	0	0	0	0	43	0	0	0	43	0	0	0	86	0	0	301	0	1079	1769	0	0	172	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	215	0	0	0	0	0	129	0	0	0	0
SRR23971498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971499	244	0	129	0	0	86	86	0	0	0	0	0	0	0	43	0	0	0	43	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	86	0	0	0	0	0	0	0	0	0	0	0	0	0	86	172	0	0	0	0	0	0	0	43	0	0	0	0	387	0	0	0	0	301	258	215	0	0	0	10153	0	0	0	0	43	0	0	0	0	0	0	0	119	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	43	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	239	86	0	0	0	0	0	0	0	0	0	0	499	0	0	143	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772	0	0	0	0	0	112	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	99	0	0	0	0
SRR23971502	101	0	534	0	6879	608	0	0	0	0	0	1454	389	2310	439	0	0	1009	257	1364	0	2051	0	0	782	0	0	0	1244	0	401	0	458	0	0	0	0	0	0	339	0	0	0	0	0	712	0	335	180	366	4628	0	0	0	12299	0	301	0	0	0	0	0	2108	0	0	0	0	186	7546	0	0	650	13450	10524	11515	0	0	0	12023	0	0	0	0	0	0	6441	0	0	0	0	0	1236	7350	0	538	186	0	0	0	0	0	135	0	95	0	0	421	0	0	0	0	93	0	0	0	0	0	0	0	6780	0	0	0	0	186	116	2422	0	0	186	0	0	123	517	0	0	0	93	0	0	0	0	0	803	186	98	0	0	0	7486	0	0	0	0	0	0	146	250	0	93	0	0	0	0	3611	0	0	0	0	5592	0	0	0	293	0	0	0	6673	0	13559	0	804	0	93
SRR23971503	0	0	866	0	0	0	0	0	0	0	0	0	0	0	313	0	0	6523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	733	186	0	0	0	0	0	0	1347	0	0	0	0	792	0	0	1378	112	558	11999	93	0	0	0	13670	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	185	0	0	0	1410	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	957	0	0	0	0	0	0	0	0	0	0	186	0	93
SRR23971504	0	0	1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	1733	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	168	179	186	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	0	0	0	0	0	0	0	167	0	0	0	0
SRR23971505	0	554	0	0	3136	856	0	0	0	0	1774	379	362	0	344	0	0	0	161	0	0	0	0	0	0	0	0	291	7691	0	0	0	0	2309	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	3538	3459	0	0	0	10873	606	0	0	0	0	0	0	1334	0	0	372	0	186	0	0	165	186	87	1023	804	130	0	0	2705	0	0	0	0	0	0	0	0	0	0	93	0	0	4577	1001	0	0	0	0	472	0	0	0	0	186	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	8260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	162	0	10900	165	0	0	0	0	3872	441	0	0	0	0	0	297	0	0	651	0	0	372	0	0	0	0	0	0	5194	0	186	0	0	0	0	0	0	0	304	0	372	0	0
SRR23971506	0	4668	0	175	558	849	0	0	0	0	0	5922	0	2731	123	0	0	0	0	0	0	0	0	0	122	0	0	0	665	0	0	0	0	12698	0	0	0	0	0	0	167	0	0	0	0	1423	0	0	186	12531	1309	0	0	0	2162	0	0	0	0	0	0	0	309	0	0	2332	0	0	0	0	0	0	0	0	279	607	0	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	3354	355	0	0	0	0	2726	0	0	497	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	5271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	186	0	3266	0	0	0	0	0	2756	2139	0	0	0	0	0	269	0	0	186	0	0	509	0	0	0	0	0	0	6241	0	0	0	189	0	0	0	0	0	93	0	0	0	0
SRR23971507	0	2438	0	0	0	831	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3502	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	318	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971508	1597	0	312	0	0	93	0	0	0	0	0	0	108	11057	0	0	0	108	0	0	0	186	0	0	2181	0	0	0	879	132	0	0	0	0	0	0	0	0	4585	0	0	0	0	0	0	824	0	0	0	1224	2463	0	306	0	883	0	0	320	0	0	0	0	11543	0	0	0	0	0	0	0	0	600	110	279	145	0	0	0	7636	0	0	0	0	186	0	0	0	0	0	0	0	0	12547	0	0	0	0	0	0	0	0	0	0	0	848	0	372	0	0	0	0	0	0	0	0	0	0	0	0	513	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	509	0	0	0	186	0	93	0	0	0	0	0	893	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13930	0	0	0	0	0	0	0	0	0	1209	0	336	0	0
SRR23971509	0	157	0	122	2829	93	0	95	0	0	777	93	1074	964	3496	0	0	149	10452	992	0	0	0	0	117	0	0	186	2944	0	168	0	0	0	0	0	0	0	0	0	186	0	0	0	0	1965	186	0	186	422	7512	0	186	362	9974	0	0	110	0	0	186	0	13891	0	0	0	0	0	295	0	175	667	2000	856	1250	0	0	0	1760	0	0	0	0	372	0	0	0	0	0	0	0	0	13730	0	0	0	0	0	0	0	0	0	362	0	0	0	380	93	0	0	0	0	93	0	0	0	0	0	0	13407	0	0	0	0	0	0	0	0	0	0	0	0	1283	0	0	0	0	0	608	0	0	0	0	554	0	93	0	0	0	1486	0	0	0	0	0	0	3982	0	0	0	0	0	0	93	0	0	0	0	0	13934	0	0	0	928	0	0	0	0	0	688	0	162	0	0
SRR23971510	0	250	335	0	11262	856	0	0	0	0	2228	468	1829	1454	1331	0	0	853	989	0	0	0	0	0	1210	0	96	0	2480	0	724	0	0	0	0	0	0	0	0	0	277	2383	0	0	0	14355	169	0	0	493	13428	0	372	0	6410	172	0	372	0	0	104	0	8255	0	0	107	0	0	0	0	186	0	692	1175	763	0	0	0	2415	0	0	0	0	0	0	0	0	0	0	169	0	0	8863	0	0	0	0	0	0	0	256	264	0	136	104	0	316	835	0	7796	0	0	0	0	0	0	0	0	0	13683	0	0	0	0	0	186	0	0	0	0	0	0	255	0	0	115	0	0	186	0	0	1675	0	16159	453	159	0	0	0	1519	0	0	0	0	0	0	0	0	0	186	0	0	0	465	0	0	0	0	0	11577	0	0	0	0	0	0	0	0	0	426	0	186	0	0
SRR23971511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971512	0	0	0	0	186	161	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	285	0	0	0	614	0	0	0	0	0	0	0	0	0	0	0	260	544	0	372	0	6960	0	0	0	159	499	0	0	0	4368	965	0	0	0	0	0	0	1091	0	0	0	0	0	0	0	0	0	0	186	186	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	1544	0	0	0	0	0	0	0	0	0	0	0	526	0	0	279	0	458	0	0	0	0	0	0	0	0	0	12347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835	0	13475	140	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	2449	0	0	0	0	0	0	0	0	0	312	0	0	0	0
SRR23971513	0	0	0	0	0	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	0	0	0	8239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	463	93	0	0	0	180	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971515	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1280	0	0	0	0	0	0	0	279	0	0	0	0	0	0
